user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::Explicitly states: no relation	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Correlation	span_annotation:::Explicit mentions of no relation
615e322cbb8b094cdcb88d7e	Computer_Science_70_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It also equips instructors and trainers with a current set of statistics about norms of civility associated with various mobile phone behaviors in formal and informal meetings. Business communication instructors and trainers can use the tables and figures in this article to help business students and professionals gain awareness of some of the dramatic generational and gender differences. Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings.""><b>Finding:</b></span> Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings."		1																							[]	[]	[]
615e322cbb8b094cdcb88d7e	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
615e322cbb8b094cdcb88d7e	Computer_Science_tweet_8_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: As Southwest Airlines might have gotten new customers who used to fly the now-baggage fee charging airlines, we do not have a true experiment, and consequently we do not employ a traditional difference-in-difference approach in our analysis. We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period. When grouped into 'low-cost' versus 'legacy' carriers, however, we find opposite effects: the departure performance of the low-cost airlines became worse while it improved for the legacy carriers.""><b>Finding:</b></span> We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period."			2																						[]	[]	[]
5e8eba50616f29171fb544f3	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
5e8eba50616f29171fb544f3	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_tweet_58_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""In short term in-clinic testing, energy savings were substantial (38%–45%), and therapeutic efficacy [of DBS] was maintained.""

This is a BIG DEAL. Battery drain is associated with worsening symptoms in DSB.

Longer battery life = better quality of life.

""><b>Finding:</b></span> ""In short term in-clinic testing, energy savings were substantial (38%–45%), and therapeutic efficacy [of DBS] was maintained.""

This is a BIG DEAL. Battery drain is associated with worsening symptoms in DSB.

Longer battery life = better quality of life.

"			2																						[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_97_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Based on the findings, we have made several basic conclusions. Not surprisingly, younger professionals are more accepting of mobile phone use. Interestingly, women are far less accepting of mobile phone use during informal meetings.""><b>Finding:</b></span> Not surprisingly, younger professionals are more accepting of mobile phone use."		1																							[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_457_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They analyzed the relationships between medically useful molecules and found that as a field matures, scientists are more likely to study closely related molecules rather than distantly related ones. ""You'd expect them go the opposite direction: At first, picking important things but then there are diminishing returns in those experiments, so over time they'd shift to more risky experiments, choosing things further from each other in the network,"" said Evans. But that's not what happened.""><b>Finding:</b></span> ""You'd expect them go the opposite direction: At first, picking important things but then there are diminishing returns in those experiments, so over time they'd shift to more risky experiments, choosing things further from each other in the network,"" said Evans."		1																							[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_444_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Understanding physicians' eye-gaze patterns and their effects on patients can contribute to more effective training guidelines and better-designed technology. Future systems, for example, could include more interactive screen sharing between physicians and patients, Montague said. ""By understanding the dynamic nature of eye-gaze patterns and how technology impacts these patterns, we can contribute to future EHR designs that foster more effective doctor-patient interaction.""""><b>Finding:</b></span> ""By understanding the dynamic nature of eye-gaze patterns and how technology impacts these patterns, we can contribute to future EHR designs that foster more effective doctor-patient interaction."""			2																						[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_444_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In these cases, to understand emotion, you would want to understand when the emotional state changes and the events that trigger the change, the events that influence the emotion are also the points that can lead to redesign or training. The study described in this paper focuses on gaze, but similar approaches can be used to understand the effects of other interactions that contribute to patient outcomes such as emotion. The results showed that doctor's gaze patterns are followed significantly by patient gaze patterns, for instance if doctor gazed at the patient, the patient gazed back at the doctor.""><b>Finding:</b></span> The study described in this paper focuses on gaze, but similar approaches can be used to understand the effects of other interactions that contribute to patient outcomes such as emotion."			2																						[]	[]	[]
614ee2c8981e84c3a9ada29b	Computer_Science_400_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Additionally, the results from our study suggest that iPhones are capable of becoming an extension of our selves such that when separated, we experience a lessening of 'self' and a negative physiological state."" The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones."" The findings underpin just how addicted we've become to technology.""><b>Finding:</b></span> The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones."""	3																								[]	[]	[]
